Selection;View;Channel;Duet;Agg.Entropy..bits.;Avg.Entropy..bits.;Peak.Freq..Hz.;Delta.Freq..Hz.;Delta.Time..s.;Max.Entropy..bits.;Min.Entropy..bits.;PFC.Avg.Slope..Hz.ms.;PFC.Max.Freq..Hz.;PFC.Max.Slope..Hz.ms.;PFC.Min.Freq..Hz.;PFC.Min.Slope..Hz.ms.;Peak.Time.Relative;Time.25..Rel.;Time.5..Rel.;Time.75..Rel.;Time.95..Rel.;Begin.Time..s.;End.Time..s.;High.Freq..Hz.;Low.Freq..Hz.;Freq.5...Hz.;Freq.95...Hz.;Center.Time..s.;Dur.90...s.;Freq.25...Hz.;Freq.75...Hz.;BW.50...Hz.;BW.90...Hz.;Time.25...s.;Time.95...s.;Dur.50...s.;Sex;Species;Individual;Sex_Species;Begin.File
5;Spectrogram 1;1;0;3.605;2.767;2062.5;1740.66;2.6645;3.966;1.308;0.247;2625;316.406;937.5;-316.406;0.9198;0.4749;0.2164;0.8778;0.9519;49.49297069;52.15743682;2637.363;896.703;1312.5;2250;51.2693;1.9573;1406.25;1875;468.75;937.5;50.7573;52.0267;1.072;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
6;Spectrogram 1;1;0;3.701;2.797;2156.25;2162.637;2.4351;4.265;1.375;0.54;2718.75;193.359;750;-228.516;0.9079;0.4189;0.2193;0.9101;0.9561;59.57104396;62.00611896;2901.099;738.462;1312.5;2250;61.152;1.792;1406.25;1968.75;562.5;937.5;60.592;61.8987;1.1947;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
7;Spectrogram 1;1;0;3.822;2.805;2250;2004.396;2.6115;4.108;1.361;0.396;2812.5;316.406;937.5;-351.562;0.908;0.4703;0.2188;0.9162;0.9509;70.80320491;73.41473462;2848.352;843.956;1312.5;2343.75;72.5813;1.9093;1500;2156.25;656.25;1031.25;72.032;73.2853;1.1627;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
8;Spectrogram 1;1;0;3.869;2.97;2250;2531.868;2.5762;4.492;1.44;0.585;2437.5;333.984;468.75;-281.25;0.9357;0.444;0.2365;0.9419;0.9772;81.91054616;84.48678493;2953.846;421.978;1218.75;2343.75;83.8667;1.904;1500;2156.25;656.25;1125;83.056;84.4267;1.28;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
9;Spectrogram 1;1;0;3.648;2.73;1500;1951.648;2.4704;3.994;1.326;0.419;2437.5;193.359;937.5;-175.781;0.4212;0.4212;0.1512;0.9071;0.9525;91.3332277;93.80359364;2795.604;843.956;1312.5;2343.75;92.7787;1.9787;1500;1968.75;468.75;1031.25;92.3733;93.6853;1.2;2;T_doliatus;G25_1_T_doliatus;2_T_doliatus;T0025.mp3
1;Spectrogram 1;1;0;3.088;2.711;1406.25;1951.649;2.2635;4.047;1.284;0.249;2062.5;210.938;937.5;-193.359;0.4468;0.4232;0.1418;0.7447;0.9173;10.0482531;12.3117998;2848.352;896.703;1312.5;1875;11.3973;1.7493;1406.25;1687.5;281.25;562.5;11.008;12.1227;0.7253;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
2;Spectrogram 1;1;1;4.013;3.25;1500;2584.615;1.7657;4.283;1.513;0.639;2250;333.984;468.75;-333.984;0.903;0.6091;0.197;0.897;0.9636;16.67139984;18.43706892;3006.593;421.978;562.5;2062.5;18.0267;1.3493;1218.75;1687.5;468.75;1500;17.744;18.368;0.5067;1;T_doliatus;G26_2_T_doliatus;1_T_doliatus;T0026.mp3
3;Spectrogram 1;1;1;3.761;3.025;1500;2795.604;2.3405;4.388;1.421;0.12;2343.75;281.25;375;-281.25;0.4201;0.3242;0.1187;0.7694;0.9543;17.71848266;20.05902074;3164.835;369.231;656.25;2250;18.896;1.952;1406.25;1687.5;281.25;1593.75;18.48;19.952;1.04;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
4;Spectrogram 1;1;1;3.268;2.82;1406.25;2162.637;2.3457;4.09;1.294;0.48;2343.75;193.359;843.75;-193.359;0.7267;0.4328;0.139;0.7699;0.9636;31.75161143;34.09728226;2953.846;791.209;1218.75;2156.25;33.1627;1.9307;1406.25;1593.75;187.5;937.5;32.768;34.0107;0.7893;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
5;Spectrogram 1;1;1;3.386;2.863;1781.25;2162.637;1.7297;4.203;1.344;0.327;2906.25;246.094;843.75;-386.719;0.8019;0.3406;0.0372;0.8142;0.9721;34.24099951;35.97073928;2953.846;791.209;1125;2062.5;35.3227;1.6107;1593.75;1781.25;187.5;937.5;34.832;35.92;0.816;1;T_doliatus;G26_2_T_doliatus;1_T_doliatus;T0026.mp3
6;Spectrogram 1;1;1;3.744;2.888;2062.5;2373.626;2.3713;4.394;1.413;0.238;2343.75;210.938;656.25;-193.359;0.9167;0.4077;0.1284;0.9099;0.9595;39.6785449;42.04987953;3006.593;632.967;1218.75;2250;41.2;1.968;1406.25;1875;468.75;1031.25;40.6453;41.952;1.1893;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
7;Spectrogram 1;1;1;4.146;2.865;2250;2795.605;2.4432;4.346;1.053;0.769;3093.75;457.031;562.5;-351.562;0.9081;0.5011;0.2298;0.919;0.9672;51.84305084;54.2862441;3270.33;474.725;562.5;2437.5;53.6693;1.7973;1312.5;1968.75;656.25;1875;53.0667;54.2027;1.0187;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
8;Spectrogram 1;1;1;3.775;3.195;1500;2953.846;1.5398;4.406;1.397;0.061;2718.75;210.938;750;-210.938;0.8502;0.3728;0.0453;0.8328;0.9512;54.35810272;55.8979304;3639.56;685.714;1031.25;2343.75;55.3493;1.3867;1500;1781.25;281.25;1312.5;54.9333;55.8187;0.704;1;T_doliatus;G26_2_T_doliatus;1_T_doliatus;T0026.mp3
9;Spectrogram 1;1;0;3.779;2.931;2156.25;2901.099;2.3867;4.571;1.362;0;3468.75;509.766;656.25;-421.875;0.9126;0.4888;0.2108;0.9193;0.9619;62.68320603;65.06993894;3481.319;580.22;1312.5;2343.75;64.3627;1.7867;1500;2062.5;562.5;1031.25;63.8507;64.976;1.024;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
10;Spectrogram 1;1;0;3.791;2.967;2062.5;2690.11;2.3251;4.273;1.358;0.122;3187.5;351.562;656.25;-457.031;0.9425;0.4207;0.131;0.9356;0.9655;73.2730112;75.598151;3270.33;580.22;1218.75;2343.75;74.7627;1.936;1500;2062.5;562.5;1125;74.2507;75.5147;1.1947;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
11;Spectrogram 1;1;0;3.677;2.96;2156.25;2373.626;2.4227;4.369;1.373;0.544;3093.75;316.406;750;-298.828;0.9205;0.4106;0.1302;0.9205;0.9647;86.90946032;89.33212253;3112.088;738.462;1312.5;2343.75;88.336;2.016;1500;1968.75;468.75;1031.25;87.904;89.2427;1.232;2;T_doliatus;G26_1_T_doliatus;2_T_doliatus;T0026.mp3
1;Spectrogram 1;1;0;3.07;2.782;2153.32;1790.384;2.1641;4.1;1.09;-0.678;2325.586;252.241;602.93;-252.241;0.6586;0.4328;0.2366;0.7634;0.9005;15.15842791;17.3224959;2355.769;565.385;1636.523;2325.586;16.5152;1.4338;1981.055;2153.32;172.266;689.062;16.0972;17.1073;0.714;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
2;Spectrogram 1;1;0;3.135;2.975;2153.32;2025.961;2.3137;4.283;1.303;0.187;2583.984;341.268;602.93;-341.268;0.6625;0.4383;0.2746;0.728;0.8564;34.30300379;36.61671478;2591.346;565.385;1636.523;2325.586;35.6891;1.341;1981.055;2239.453;258.398;689.062;35.3175;36.2812;0.6676;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
3;Spectrogram 1;1;0;2.947;2.976;2153.32;2025.962;2.4288;4.343;1.341;0.534;2670.117;267.079;689.062;-296.754;0.6938;0.4856;0.299;0.7297;0.8421;110.0897168;112.5185378;2685.577;659.615;1722.656;2325.586;111.6125;1.3177;1981.055;2239.453;258.398;602.93;111.27;112.135;0.5921;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
4;Spectrogram 1;1;0;3.128;2.745;2153.32;1743.269;1.9223;3.987;1.308;-0.496;2497.852;192.89;1033.594;-192.89;0.7273;0.4333;0.2182;0.703;0.8242;122.6205166;124.5428536;2544.231;800.962;1636.523;2325.586;123.7101;1.161;1981.055;2239.453;258.398;689.062;123.4547;124.2035;0.5166;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
5;Spectrogram 1;1;0;3.282;2.773;2239.453;1790.385;2.4058;4.093;0.854;0.396;2497.852;296.754;775.195;-281.917;0.7506;0.4552;0.2833;0.7215;0.8644;136.2278577;138.6336567;2544.231;753.846;1722.656;2497.852;137.6247;1.3932;2067.188;2325.586;258.398;775.195;137.3228;138.3038;0.6385;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
6;Spectrogram 1;1;0;3.231;2.876;2067.188;1884.615;2.3713;4.12;1.275;-0.329;2411.719;281.917;689.062;-296.754;0.774;0.43;0.2285;0.6978;0.8206;152.4510979;154.8223639;2497.115;612.5;1636.523;2325.586;153.7974;1.399;1894.922;2153.32;258.398;689.062;153.4723;154.3953;0.6327;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
7;Spectrogram 1;1;0;3.067;3.079;2153.32;2308.654;2.4518;4.432;1.327;0;2670.117;385.781;430.664;-385.781;0.6422;0.4171;0.2275;0.6706;0.7867;169.6673925;172.1192355;2732.692;424.038;1636.523;2325.586;171.015;1.37;2067.188;2239.453;172.266;689.062;170.6899;171.5955;0.6211;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
8;Spectrogram 1;1;0;2.855;2.85;2239.453;2073.077;2.4403;4.258;1.32;0.319;2583.984;267.079;602.93;-296.754;0.685;0.432;0.2601;0.685;0.7971;194.0873366;196.5276686;2638.462;565.385;1808.789;2325.586;195.5294;1.3061;2067.188;2239.453;172.266;516.797;195.1405;196.0287;0.6153;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
9;Spectrogram 1;1;0;4.042;2.872;516.797;2025.961;2.4403;4.277;1.312;0.708;2411.719;326.43;516.797;-326.43;0.0357;0.0357;0.0286;0.0619;0.7571;234.653068;237.0933999;2497.115;471.154;516.797;2239.453;234.7653;1.7763;602.93;1808.789;1205.859;1722.656;234.7421;236.501;0.0639;2;H_atricapillus;G27_1_H_atricapillus;2_H_atricapillus;T0027.WAV
1;Spectrogram 1;1;0;3.712;3.096;1808.789;1938.462;2.2297;4.188;0.38;0.814;2497.852;311.592;689.062;-267.079;0.342;0.2559;0.0444;0.7911;0.9713;5.006651218;7.23631042;2568.462;630;1205.859;2411.719;6.1243;2.0608;1550.391;1894.922;344.531;1205.859;5.5786;7.1691;1.19;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
2;Spectrogram 1;1;0;3.926;3.313;1722.656;2180.769;2.1826;4.296;1.45;0.594;2670.117;326.43;602.93;-356.105;0.032;0.2373;0.032;0.7787;0.9467;9.734078582;11.91669871;2713.846;533.077;1119.727;2325.586;10.8147;1.9911;1550.391;1894.922;344.531;1205.859;10.2516;11.7957;1.1784;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
3;Spectrogram 1;1;0;3.861;3.138;1722.656;2035.384;2.3872;4.183;1.321;0.398;2583.984;178.053;947.461;-222.566;0.4707;0.322;0.0341;0.8195;0.9293;16.26028781;18.64752103;2907.692;872.308;1033.594;2239.453;17.6297;2.1304;1636.523;1981.055;344.531;1205.859;17.0318;18.4773;1.1842;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
4;Spectrogram 1;1;0;3.977;3.29;2067.188;2229.23;2.2108;4.331;1.577;0.078;2842.383;341.268;689.062;-356.105;0.9342;0.4237;0.1342;0.8658;0.9684;20.81279073;23.02362741;2907.692;678.462;1033.594;2239.453;22.297;1.8402;1550.391;1981.055;430.664;1205.859;21.7513;22.9529;0.9752;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
5;Spectrogram 1;1;0;4.013;3.44;1981.055;2180.769;1.5758;4.342;1.421;-0.055;2583.984;326.43;602.93;-341.268;0.8926;0.3963;0.137;0.8222;0.963;23.17650441;24.75231353;2713.846;533.077;689.062;2153.32;24.201;1.2945;1464.258;1894.922;430.664;1464.258;23.8004;24.6886;0.6676;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
6;Spectrogram 1;1;0;4.181;3.131;2842.383;2471.538;2.3755;4.395;0.61;-0.327;2842.383;311.592;516.797;-341.268;0.0735;0.0686;0.0147;0.7549;0.951;26.26932381;28.64479726;2907.692;436.154;1119.727;2842.383;27.1383;2.2175;1722.656;2670.117;947.461;1722.656;26.4359;28.5257;1.6254;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
7;Spectrogram 1;1;0;3.858;3.338;1808.789;2277.693;1.9992;4.4;1.399;-0.911;2842.383;385.781;602.93;-385.781;0.2595;0.2624;0.035;0.8192;0.9534;32.21801097;34.21717179;2859.231;581.538;1119.727;2239.453;33.3961;1.8286;1636.523;1981.055;344.531;1119.727;32.7459;34.1217;1.1088;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
8;Spectrogram 1;1;0;3.756;3.003;2067.188;2229.23;2.5401;4.292;1.326;-0.374;2928.516;341.268;861.328;-326.43;0.8741;0.3318;0.0343;0.8398;0.9405;40.33691487;42.8770251;3004.615;775.385;1378.125;2325.586;41.9584;2.2988;1636.523;2067.188;430.664;947.461;41.1806;42.7247;1.2887;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
9;Spectrogram 1;1;0;3.652;3.173;2153.32;2713.847;2.3402;4.473;1.337;0.664;2928.516;385.781;516.797;-385.781;0.9727;0.335;0.0372;0.8337;0.9727;45.91104565;48.25123979;3198.462;484.615;1378.125;2239.453;47.2584;2.1885;1636.523;1981.055;344.531;861.328;46.6953;48.1872;1.1668;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
10;Spectrogram 1;1;0;3.896;3.16;2153.32;2568.461;2.3049;4.533;1.466;0.601;3100.781;385.781;602.93;-326.43;0.9848;0.2652;0.048;0.846;0.9848;52.49497664;54.79989148;3101.538;533.077;1119.727;2239.453;53.8471;2.1537;1550.391;1894.922;344.531;1119.727;53.1098;54.7643;1.3351;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
11;Spectrogram 1;1;0;3.584;3.221;1636.523;2374.616;2.2461;4.468;1.338;-0.231;2842.383;400.619;516.797;-400.619;0.0363;0.2565;0.0363;0.8057;0.943;58.83496887;61.08108485;2859.231;484.615;1291.992;2153.32;59.9945;2.0317;1550.391;1894.922;344.531;861.328;59.414;60.9524;1.2307;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
12;Spectrogram 1;1;0;3.905;3.146;1636.523;2471.539;2.4931;4.431;1.411;-0.312;2928.516;385.781;516.797;-400.619;0.1702;0.3427;0.0583;0.7669;0.9394;65.40868005;67.9017512;2956.154;484.615;1119.727;2325.586;66.7864;2.1943;1550.391;1894.922;344.531;1205.859;66.2639;67.75;1.0565;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
13;Spectrogram 1;1;1;3.63;3.348;1636.523;2762.307;1.9404;4.643;1.431;0;2756.25;341.268;344.531;-356.105;0.033;0.1682;0.027;0.7267;0.9099;70.85962446;72.79998644;3101.538;339.231;1033.594;2067.188;71.8019;1.7067;1550.391;1808.789;258.398;1033.594;71.1866;72.6204;1.0797;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
14;Spectrogram 1;1;1;3.82;3.207;1636.523;2374.616;2.2932;4.417;1.451;0.378;2928.516;341.268;602.93;-400.619;0.1675;0.3579;0.0533;0.8452;0.9594;76.41468232;78.70783738;2956.154;581.538;1119.727;2239.453;77.7636;2.0724;1550.391;1981.055;430.664;1119.727;77.2354;78.6111;1.1146;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
15;Spectrogram 1;1;1;4.026;3.092;2497.852;1890;1.9815;4.188;0.697;0.744;2497.852;296.754;689.062;-296.754;0.7529;0.4706;0.2088;0.8265;0.9618;78.96067243;80.9421936;2520;630;1205.859;2497.852;80.283;1.4861;1636.523;2325.586;689.062;1291.992;79.894;80.8635;0.7024;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
16;Spectrogram 1;1;1;4.019;3.194;1722.656;2374.615;2.1991;4.262;1.515;0.394;2842.383;237.404;602.93;-341.268;0.0212;0.3201;0.0238;0.8201;0.9603;81.88297517;84.08205207;2907.692;533.077;1033.594;2325.586;83.2203;2.055;1550.391;1981.055;430.664;1291.992;82.5876;83.9924;1.0971;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
17;Spectrogram 1;1;1;4.001;3.243;1894.922;2423.077;2.3637;4.41;1.491;0.183;2756.25;385.781;516.797;-311.592;0.9064;0.3842;0.0148;0.8374;0.9606;88.30033152;90.6640452;2859.231;436.154;1033.594;2325.586;89.838;2.2291;1550.391;1981.055;430.664;1291.992;89.2111;90.5694;1.0681;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
18;Spectrogram 1;1;1;3.95;3.475;1981.055;2568.462;1.9404;4.538;1.446;-0.134;3014.648;415.456;602.93;-415.456;0.6066;0.3123;0.1171;0.7267;0.8919;90.64052567;92.58088764;3150;581.538;1119.727;2239.453;91.6898;1.4977;1550.391;1894.922;344.531;1119.727;91.2486;92.369;0.8011;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
19;Spectrogram 1;1;0;4.033;3.343;1981.055;2762.308;2.399;4.559;1.537;-0.325;3014.648;430.294;430.664;-430.294;0.9078;0.4078;0.0437;0.8714;0.9684;93.9097416;96.30873459;3150;387.692;1033.594;2325.586;95.5037;2.2117;1550.391;1981.055;430.664;1291.992;94.8883;96.2293;1.1088;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
20;Spectrogram 1;1;1;4.034;3.297;1981.055;2616.923;2.3755;4.705;1.624;-0.255;2928.516;415.456;516.797;-296.754;0.9118;0.326;0.0319;0.8725;0.973;100.122493;102.4979664;3053.077;436.154;1033.594;2325.586;101.6511;2.2291;1550.391;1981.055;430.664;1291.992;100.8965;102.429;1.2945;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
21;Spectrogram 1;1;1;3.907;3.416;1981.055;2423.077;1.6464;4.538;1.501;0.053;2928.516;385.781;602.93;-385.781;0.5654;0.3074;0.0141;0.7138;0.8975;102.4744469;104.1208146;2956.154;533.077;1205.859;2239.453;103.3868;1.4512;1550.391;1981.055;430.664;1033.594;102.9805;103.9499;0.6676;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
22;Spectrogram 1;1;1;3.651;3.152;1808.789;2471.538;2.2461;4.458;1.493;0.732;2842.383;326.43;516.797;-400.619;0.1503;0.2565;0.0466;0.8005;0.956;106.3434111;108.5895271;2907.692;436.154;1033.594;2153.32;107.4968;2.0376;1636.523;1894.922;258.398;1119.727;106.9221;108.4894;1.219;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
23;Spectrogram 1;1;1;3.849;3.158;1808.789;2132.308;2.3402;4.326;1.505;0.481;2756.25;341.268;689.062;-326.43;0.1269;0.2512;0.0249;0.8234;0.9677;111.5978422;113.9380363;2762.308;630;1033.594;2325.586;112.8606;2.2001;1636.523;1894.922;258.398;1291.992;112.1872;113.859;1.3351;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
24;Spectrogram 1;1;1;3.484;3.178;1722.656;2083.846;2.2932;4.349;1.385;0.566;2756.25;296.754;689.062;-326.43;0.1447;0.2462;0.033;0.7817;0.9391;117.2425315;119.5356866;2762.308;678.462;1378.125;2239.453;118.3695;2.0724;1636.523;1894.922;258.398;861.328;117.8064;119.3912;1.2249;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
25;Spectrogram 1;1;1;3.741;3.057;1722.656;2520;2.4225;4.44;0.911;0.608;2928.516;356.105;516.797;-341.268;0.1562;0.25;0.0529;0.8029;0.9399;123.1390495;125.561562;2956.154;436.154;1378.125;2497.852;124.3545;2.142;1636.523;1981.055;344.531;1119.727;123.7449;125.411;1.3351;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
27;Spectrogram 1;1;0;3.52;3.254;1722.656;2326.154;2.1285;4.422;1.4;0.569;2842.383;356.105;602.93;-311.592;0.3962;0.2978;0.0574;0.8169;0.9727;129.653512;131.7820302;2859.231;533.077;1291.992;2153.32;130.8618;1.9447;1636.523;1894.922;258.398;861.328;130.2872;131.721;1.1029;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
28;Spectrogram 1;1;1;4.059;3.409;1464.258;2277.693;1.9404;4.458;1.68;-0.179;2756.25;385.781;516.797;-341.268;0.8799;0.2973;0.03;0.7477;0.9279;131.7467509;133.6871129;2762.308;484.615;947.461;2325.586;132.7775;1.7357;1464.258;1894.922;430.664;1378.125;132.3247;133.5438;0.8707;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
29;Spectrogram 1;1;1;3.617;3.056;1894.922;2180.769;2.2932;4.205;1.376;-0.227;2928.516;341.268;861.328;-341.268;0.8579;0.4036;0.1421;0.8553;0.9619;135.9513559;138.2445109;2956.154;775.385;1378.125;2239.453;137.375;1.875;1722.656;1981.055;258.398;861.328;136.8758;138.1529;1.0333;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
30;Spectrogram 1;1;1;4.113;3.152;1981.055;2229.231;2.5284;4.323;1.367;0.411;2756.25;296.754;602.93;-296.754;0.9124;0.3917;0.1267;0.8479;0.9493;142.3685392;144.8968897;2762.308;533.077;1119.727;2583.984;144.0798;2.0724;1636.523;1981.055;344.531;1464.258;143.36;144.7648;1.1494;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
31;Spectrogram 1;1;1;3.773;3.248;2067.188;2616.923;2.2579;4.454;1.491;0.69;2411.719;267.079;344.531;-296.754;0.8711;0.4098;0.1314;0.8608;0.982;150.6345441;152.8924198;2956.154;339.231;1033.594;2239.453;152.1778;1.9156;1722.656;1981.055;258.398;1205.859;151.5624;152.8511;1.0159;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
32;Spectrogram 1;1;1;4.027;2.913;2067.188;2083.846;1.8463;4.086;1.027;0.657;2670.117;237.404;689.062;-222.566;0.3249;0.2177;0.0221;0.4795;0.9148;152.0029568;153.8492406;2689.615;605.769;1291.992;2583.984;152.6015;1.6428;1722.656;2153.32;430.664;1291.992;152.4042;153.6871;0.4818;1;T_pelzelni;G28_2_T_pelzelni;1_T_pelzelni;T0028.WAV
33;Spectrogram 1;1;1;3.454;3.244;1808.789;2277.693;2.1344;4.353;1.352;0.203;2842.383;356.105;689.062;-370.943;0.2371;0.3297;0.1253;0.812;0.9728;156.1129962;158.2473944;2883.462;605.769;1378.125;2153.32;157.3442;1.8054;1722.656;1981.055;258.398;775.195;156.816;158.1859;1.0275;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
34;Spectrogram 1;1;1;3.661;3.241;1722.656;2350.385;2.4578;4.387;1.411;-0.035;2928.516;385.781;689.062;-267.079;0.1303;0.2986;0.0332;0.7915;0.9336;164.2670699;166.7248617;2956.154;605.769;1291.992;2239.453;165.7498;2.2059;1636.523;1981.055;344.531;947.461;165.001;166.5567;1.2074;2;T_pelzelni;G28_1_T_pelzelni;2_T_pelzelni;T0028.WAV
1;Spectrogram 1;1;0;3.445;3.196;2153.32;2471.538;2.8015;4.571;1.326;0.494;3014.648;385.781;689.062;-311.592;0.6944;0.3742;0.1601;0.659;0.7983;8.070596909;10.87208549;3101.538;630;1722.656;2497.852;9.5028;1.7821;2067.188;2325.586;258.398;775.195;9.1196;10.3038;0.7953;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
2;Spectrogram 1;1;0;3.522;3.193;2153.32;2471.538;2.602;4.49;1.387;0.432;3100.781;415.456;689.062;-296.754;0.7092;0.4094;0.1745;0.7114;0.8546;20.2695193;22.87152107;3150;678.462;1722.656;2497.852;21.7397;1.7647;1981.055;2239.453;258.398;775.195;21.3333;22.4885;0.7837;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
3;Spectrogram 1;1;0;3.769;3.287;2153.32;2665.385;2.8188;4.563;1.321;0.674;3186.914;370.943;602.93;-370.943;0.5237;0.332;0.1526;0.666;0.7938;31.90925111;34.72808636;3198.462;533.077;1636.523;2497.852;33.309;1.8054;1894.922;2239.453;344.531;861.328;32.8446;34.1449;0.9404;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
4;Spectrogram 1;1;0;3.568;3.285;2153.32;2277.692;2.3765;4.442;1.318;-0.546;2928.516;356.105;689.062;-356.105;0.7775;0.3814;0.1027;0.6968;0.8337;43.96482466;46.34131961;2956.154;678.462;1636.523;2497.852;45.2441;1.7357;1981.055;2325.586;344.531;861.328;44.8726;45.9465;0.7488;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
5;Spectrogram 1;1;0;3.468;3.274;2239.453;2374.615;2.4546;4.516;1.363;-0.141;3014.648;341.268;689.062;-341.268;0.6627;0.3848;0.1734;0.7007;0.9002;55.20605928;57.66061429;3053.077;678.462;1636.523;2411.719;56.5406;1.7763;1981.055;2325.586;344.531;775.195;56.1516;57.4113;0.7721;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
6;Spectrogram 1;1;0;3.783;3.333;1808.789;2471.538;2.628;4.455;1.348;0.395;2928.516;326.43;602.93;-311.592;0.8363;0.3739;0.1549;0.6969;0.8385;69.19483251;71.82285431;3004.615;533.077;1550.391;2497.852;70.6235;1.7937;1894.922;2239.453;344.531;947.461;70.1765;71.3955;0.8475;2;H_atricapillus;G29_1_H_atricapillus;2_H_atricapillus;T0029.WAV
1;Spectrogram 1;1;0;2.946;2.778;1722.656;2956.154;2.0694;4.624;1.291;0.502;3014.648;207.728;602.93;-252.241;0.4676;0.3014;0.1211;0.6817;0.9437;5.02826053;7.097708856;3537.692;581.538;1464.258;2067.188;5.9965;1.6951;1550.391;1722.656;172.266;602.93;5.654;6.9776;0.7837;2;T_doliatus;G30_1_T_doliatus;2_T_doliatus;T0030.mp3
2;Spectrogram 1;1;0;3.279;2.793;1722.656;2035.385;2.3084;4.081;1.273;0.149;2239.453;237.404;689.062;-207.728;0.4055;0.33;0.1688;0.7254;0.9395;14.45289202;16.76132784;2665.385;630;1291.992;2067.188;15.6793;1.7763;1550.391;1722.656;172.266;775.195;15.2149;16.6197;0.9114;2;T_doliatus;G30_1_T_doliatus;2_T_doliatus;T0030.mp3
