Selection;View;Channel;Duet;Agg.Entropy..bits.;Avg.Entropy..bits.;Peak.Freq..Hz.;Delta.Freq..Hz.;Delta.Time..s.;Max.Entropy..bits.;Min.Entropy..bits.;PFC.Avg.Slope..Hz.ms.;PFC.Max.Freq..Hz.;PFC.Max.Slope..Hz.ms.;PFC.Min.Freq..Hz.;PFC.Min.Slope..Hz.ms.;Peak.Time.Relative;Time.25..Rel.;Time.5..Rel.;Time.75..Rel.;Time.95..Rel.;Begin.Time..s.;End.Time..s.;High.Freq..Hz.;Low.Freq..Hz.;Freq.5...Hz.;Freq.95...Hz.;Center.Time..s.;Dur.90...s.;Freq.25...Hz.;Freq.75...Hz.;BW.50...Hz.;BW.90...Hz.;Time.25...s.;Time.95...s.;Dur.50...s.;Sex;Species;Individual;Sex_Species;Begin.File
4;Spectrogram 1;1;1;3.59;3.069;1464.258;3126.493;2.6518;4.756;1.366;0;2411.719;252.241;344.531;-252.241;0.0746;0.1535;0.0285;0.7083;0.9408;17.84148356;20.49327861;3455.597;329.104;1119.727;2067.188;19.0055;2.4149;1464.258;1722.656;258.398;947.461;18.2509;20.3349;1.4687;1;T_doliatus;G38_2_T_doliatus;1_T_doliatus;T0038.wav
5;Spectrogram 1;1;1;2.866;2.961;1550.391;3016.791;2.3327;4.685;1.313;0.592;2153.32;207.728;344.531;-222.566;0.6758;0.606;0.3491;0.798;0.9576;25.14704129;27.47974067;3291.045;274.254;1291.992;1894.922;26.7552;1.4164;1464.258;1636.523;172.266;602.93;26.5578;27.3763;0.447;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
6;Spectrogram 1;1;1;3.5;3.116;1636.523;3345.896;2.2777;4.662;1.364;-0.53;2756.25;237.404;430.664;-207.728;0.75;0.4413;0.1505;0.7526;0.9286;28.52505407;30.80273695;3729.851;383.955;1119.727;2067.188;29.9537;1.7705;1550.391;1808.789;258.398;947.461;29.53;30.6387;0.7082;1;T_doliatus;G38_2_T_doliatus;1_T_doliatus;T0038.wav
7;Spectrogram 1;1;1;2.889;2.905;1550.391;3016.792;2.6188;4.569;1.339;-0.33;2153.32;237.404;344.531;-237.404;0.7;0.5;0.2467;0.8089;0.9556;33.80100366;36.41978881;3345.896;329.104;1291.992;1808.789;35.6194;1.8518;1464.258;1636.523;172.266;516.797;35.1086;36.2986;0.8069;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
8;Spectrogram 1;1;1;3.398;3.125;1722.656;2797.388;2.3877;4.488;1.44;0.435;2411.719;252.241;430.664;-311.592;0.3707;0.5293;0.2659;0.8707;0.9634;43.80055508;46.18827095;3181.343;383.955;1119.727;2067.188;45.604;1.6602;1550.391;1808.789;258.398;947.461;45.0641;46.0974;0.8127;1;T_doliatus;G38_2_T_doliatus;1_T_doliatus;T0038.wav
9;Spectrogram 1;1;1;3.617;3.082;1550.391;2358.582;2.3217;4.301;1.378;0.41;2411.719;296.754;430.664;-267.079;0.6291;0.3409;0.1303;0.8346;0.9674;46.24328744;48.56498352;2742.537;383.955;861.328;1981.055;47.7054;1.9389;1378.125;1636.523;258.398;1119.727;47.0378;48.4891;1.1436;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
10;Spectrogram 1;1;1;3.464;3.078;1636.523;2907.09;2.3437;4.697;1.502;-0.148;2153.32;281.917;430.664;-237.404;0.7612;0.6343;0.2811;0.8706;0.9652;57.84170884;60.18541152;3291.045;383.955;1119.727;1981.055;59.623;1.5964;1550.391;1722.656;172.266;861.328;59.327;60.099;0.5515;1;T_doliatus;G38_2_T_doliatus;1_T_doliatus;T0038.wav
11;Spectrogram 1;1;1;3.277;2.761;1636.523;2797.388;2.4977;4.366;1.358;0.347;2239.453;163.215;775.195;-163.215;0.2145;0.2214;0.0443;0.7016;0.9371;59.08508162;61.58283048;3181.343;383.955;1205.859;1894.922;60.0932;2.2233;1464.258;1722.656;258.398;689.062;59.6404;61.4226;1.1958;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
12;Spectrogram 1;1;1;3.372;2.899;1550.391;2687.686;2.6408;4.519;1.423;0.229;2153.32;237.404;344.531;-222.566;0.8106;0.5463;0.3062;0.87;0.9736;78.00666522;80.64745697;2961.94;274.254;1119.727;1981.055;79.9231;1.7589;1464.258;1722.656;258.398;861.328;79.4471;80.5732;0.8533;2;T_doliatus;G38_2_T_doliatus;2_T_doliatus;T0038.wav
13;Spectrogram 1;1;1;3.295;2.723;1550.391;2797.388;2.3657;4.229;1.322;0.22;2153.32;163.215;947.461;-163.215;0.4335;0.2759;0.0591;0.6232;0.8916;79.11799841;81.48370769;3181.343;383.955;1119.727;1981.055;80.2598;1.9621;1464.258;1722.656;258.398;861.328;79.7721;81.2234;0.8185;1;T_doliatus;G38_1_T_doliatus;1_T_doliatus;T0038.wav
14;Spectrogram 1;1;1;3.292;3.034;1722.656;3016.792;2.5638;4.677;1.319;-0.169;2928.516;267.079;344.531;-341.268;0.9432;0.575;0.25;0.9023;0.9705;91.9047761;94.46854475;3345.896;329.104;1205.859;1981.055;93.8492;1.8402;1464.258;1636.523;172.266;775.195;93.379;94.3891;0.8359;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
15;Spectrogram 1;1;1;3.65;3.105;1636.523;2742.537;2.1126;4.584;1.366;0.287;2497.852;341.268;344.531;-252.241;0.8017;0.405;0.1736;0.8457;0.9559;94.82065032;96.93328372;3016.791;274.254;1119.727;2067.188;96.2467;1.6486;1550.391;1808.789;258.398;947.461;95.6778;96.8388;0.9288;1;T_doliatus;G38_2_T_doliatus;1_T_doliatus;T0038.wav
16;Spectrogram 1;1;1;3.3;2.963;1464.258;2961.94;2.2887;4.592;1.402;0.53;2756.25;222.566;344.531;-237.404;0.8397;0.5165;0.2366;0.8422;0.9593;98.49575217;100.7844384;3236.194;274.254;1205.859;1981.055;100.1477;1.6486;1464.258;1636.523;172.266;775.195;99.6774;100.6875;0.743;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0038.wav
17;Spectrogram 1;1;1;3.014;3.003;1550.391;2961.941;2.4097;4.605;1.29;0.611;2583.984;222.566;344.531;-207.728;0.7295;0.5918;0.3454;0.843;0.9589;112.3472326;114.756955;3291.045;329.104;1291.992;1894.922;114.1028;1.4745;1464.258;1636.523;172.266;602.93;113.772;114.6543;0.6037;2;T_doliatus;G38_2_T_doliatus;2_T_doliatus;T0038.wav
1;Spectrogram 1;1;1;3.802;3.096;1808.789;3090.142;2.4304;4.639;1.375;0.461;3100.781;474.807;344.531;-430.294;0.988;0.5455;0.3014;0.9019;0.988;7.092383856;9.522819724;3404.394;314.252;1033.594;2153.32;8.9513;1.666;1464.258;1808.789;344.531;1119.727;8.4172;9.4911;0.8649;2;T_doliatus;G38_1_T_doliatus;2_T_doliatus;T0039.wav
2;Spectrogram 1;1;0;3.946;3.025;1808.789;3352.019;1.668;4.804;1.402;0.104;2756.25;415.456;344.531;-415.456;0.486;0.2098;0.0385;0.6573;0.9371;8.895218067;10.56324935;3613.895;261.876;1291.992;2325.586;9.4911;1.4919;1550.391;1894.922;344.531;1033.594;9.2473;10.4548;0.743;1;T_doliatus;G38_1_T_doliatus;1_T_doliatus;T0039.wav
3;Spectrogram 1;1;1;3.733;3.082;2067.188;3299.644;2.561;4.797;1.391;0.674;3273.047;356.105;430.664;-459.969;0.9568;0.4977;0.2773;0.825;0.9591;14.42589113;16.98690886;3666.271;366.627;1033.594;2153.32;16.1321;1.7415;1464.258;1808.789;344.531;1119.727;15.7025;16.8809;0.8359;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
4;Spectrogram 1;1;1;3.938;3.159;1722.656;3247.268;1.6343;4.742;1.309;0.686;2928.516;192.89;602.93;-252.241;0.7189;0.516;0.2313;0.8541;0.9537;17.68613409;19.32046777;3771.021;523.753;1205.859;2411.719;18.843;1.1784;1636.523;1981.055;344.531;1205.859;18.5295;19.2435;0.5515;1;T_doliatus;G39_2_T_doliatus;1_T_doliatus;T0039.wav
5;Spectrogram 1;1;1;3.828;3.028;1722.656;3299.644;2.4178;4.598;1.351;0.606;2670.117;400.619;258.398;-400.619;0.6514;0.4784;0.2163;0.8606;0.9567;21.0419231;23.45972601;3509.145;209.501;1033.594;2153.32;22.6336;1.7879;1464.258;1808.789;344.531;1119.727;22.1983;23.3535;0.923;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
6;Spectrogram 1;1;1;3.973;3.156;1636.523;2985.392;1.6259;4.407;1.518;0.585;2583.984;341.268;430.664;-341.268;0.7455;0.5914;0.3333;0.871;0.9606;25.60026945;27.22617873;3352.019;366.627;1119.727;2325.586;26.8016;1.0159;1550.391;1894.922;344.531;1205.859;26.5636;27.1615;0.4528;1;T_doliatus;G39_2_T_doliatus;1_T_doliatus;T0039.wav
7;Spectrogram 1;1;1;3.586;3.096;1636.523;2985.392;2.4347;4.692;1.394;0.673;2411.719;296.754;430.664;-222.566;0.778;0.5513;0.3031;0.8258;0.9666;28.24553118;30.6801829;3404.394;419.002;1033.594;2239.453;29.9886;1.6138;1550.391;1722.656;172.266;1205.859;29.588;30.5981;0.6676;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
8;Spectrogram 1;1;1;3.499;2.972;1550.391;3194.893;2.5273;4.58;1.421;0.103;3531.445;341.268;430.664;-534.158;0.8207;0.5586;0.2736;0.8184;0.9517;35.13068121;37.65800133;3561.52;366.627;1205.859;2153.32;36.8617;1.7125;1550.391;1722.656;172.266;947.461;36.5424;37.535;0.656;2;T_doliatus;G39_2_T_doliatus;2_T_doliatus;T0039.wav
9;Spectrogram 1;1;1;4.162;3.243;2239.453;3194.893;1.7102;4.475;1.438;-0.456;2670.117;370.943;430.664;-370.943;0.9388;0.585;0.2109;0.9286;0.966;37.96127975;39.67143303;3561.52;366.627;1205.859;2583.984;39.2417;1.2887;1636.523;2153.32;516.797;1378.125;38.9631;39.6132;0.5863;1;T_doliatus;G39_1_T_doliatus;1_T_doliatus;T0039.wav
10;Spectrogram 1;1;1;4.052;2.829;1636.523;3194.893;2.3251;4.337;1.412;-0.074;2411.719;267.079;430.664;-326.43;0.6875;0.3525;0.1025;0.79;0.9475;41.22977148;43.55490599;3613.895;419.002;516.797;2239.453;42.7073;1.9621;1291.992;1722.656;430.664;1722.656;42.0513;43.4329;1.0159;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
11;Spectrogram 1;1;1;3.512;2.93;1808.789;3090.143;2.3673;4.531;1.45;0.841;2411.719;267.079;258.398;-267.079;0.5258;0.5602;0.312;0.8673;0.9828;48.78489272;51.15214923;3299.644;209.501;1205.859;2067.188;50.6311;1.5848;1550.391;1808.789;258.398;861.328;50.1087;51.1071;0.7256;2;T_doliatus;G39_2_T_doliatus;2_T_doliatus;T0039.wav
12;Spectrogram 1;1;1;3.726;2.832;1808.789;3037.767;1.4321;4.527;1.449;-0.061;2583.984;192.89;1033.594;-148.377;0.0286;0.302;0.0408;0.7061;0.8939;49.98115757;51.41330564;3352.019;314.252;1291.992;2325.586;50.7762;1.2132;1550.391;1808.789;258.398;1033.594;50.4163;51.258;0.5747;1;T_doliatus;G39_1_T_doliatus;1_T_doliatus;T0039.wav
13;Spectrogram 1;1;1;3.504;2.923;2153.32;3194.893;2.3673;4.494;1.335;0.512;2411.719;237.404;430.664;-237.404;0.9509;0.4914;0.226;0.8403;0.9558;56.933395;59.30065151;3561.52;366.627;1119.727;2239.453;58.5665;1.7241;1550.391;1722.656;172.266;1119.727;58.0963;59.1935;0.8243;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
14;Spectrogram 1;1;1;3.621;2.993;1636.523;3090.143;2.6031;4.51;1.43;0.233;2928.516;252.241;430.664;-252.241;0.7047;0.5503;0.2796;0.877;0.9821;67.61841856;70.22155828;3509.145;419.002;1205.859;2239.453;69.4509;1.8228;1550.391;1808.789;258.398;1033.594;69.0503;70.1707;0.8475;2;T_doliatus;G39_2_T_doliatus;2_T_doliatus;T0039.wav
15;Spectrogram 1;1;0;3.785;2.81;1636.523;2985.392;1.5754;4.15;1.43;0;2670.117;192.89;947.461;-163.215;0.4296;0.3444;0.0778;0.8074;0.9444;68.77256141;70.34792429;3247.268;261.876;1291.992;2325.586;69.6366;1.3584;1550.391;1894.922;344.531;1033.594;69.3174;70.2578;0.7256;1;T_doliatus;G39_1_T_doliatus;1_T_doliatus;T0039.wav
16;Spectrogram 1;1;1;3.681;2.943;1636.523;3352.019;2.4683;4.529;1.342;0.596;3531.445;548.996;258.398;-563.833;0.7193;0.5472;0.3019;0.8632;0.9599;74.59623079;77.06458011;3561.52;209.501;1033.594;2153.32;76.3588;1.6196;1464.258;1722.656;258.398;1119.727;75.9467;76.9625;0.7779;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
17;Spectrogram 1;1;1;3.468;2.895;1636.523;3299.644;2.4936;4.614;1.42;0.555;2325.586;237.404;430.664;-207.728;0.711;0.5198;0.2844;0.8042;0.951;83.16550275;85.65912527;3718.646;419.002;1033.594;2153.32;84.9154;1.6602;1550.391;1722.656;172.266;1119.727;84.4626;85.5365;0.7082;2;T_doliatus;G39_2_T_doliatus;2_T_doliatus;T0039.wav
18;Spectrogram 1;1;0;3.851;3.095;1808.789;2933.017;1.4911;4.618;1.292;1.28;2670.117;252.241;602.93;-222.566;0.7227;0.6172;0.2578;0.8594;0.957;92.0260879;93.51720677;3509.145;576.128;1205.859;2497.852;93.1062;1.0391;1636.523;1894.922;258.398;1291.992;92.9437;93.4487;0.3599;1;T_doliatus;G39_1_T_doliatus;1_T_doliatus;T0039.wav
19;Spectrogram 1;1;0;3.765;2.829;2239.453;3090.143;2.6181;4.641;1.293;0.066;3445.312;281.917;861.328;-281.917;0.9533;0.1311;0.0067;0.78;0.96;93.08756235;95.70570816;3509.145;419.002;1205.859;2325.586;94.4413;2.4903;1550.391;1808.789;258.398;1119.727;93.4313;95.5965;1.6951;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
20;Spectrogram 1;1;1;3.554;2.864;1636.523;2933.017;2.4852;4.403;1.332;0.139;2497.852;192.89;602.93;-178.053;0.7658;0.4614;0.2084;0.8525;0.9602;101.8663577;104.3515558;3456.77;523.753;1033.594;2239.453;103.5204;1.8634;1550.391;1722.656;172.266;1205.859;103.0153;104.2518;0.9694;2;T_doliatus;G39_2_T_doliatus;2_T_doliatus;T0039.wav
21;Spectrogram 1;1;1;3.405;2.881;1550.391;3142.518;2.6284;4.588;1.311;-0.528;2583.984;370.943;430.664;-370.943;0.8182;0.5122;0.2816;0.8204;0.9557;111.1889173;113.8173302;3561.52;419.002;1205.859;2153.32;112.9883;1.7647;1550.391;1722.656;172.266;947.461;112.5355;113.6965;0.8069;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
22;Spectrogram 1;1;0;3.349;2.821;1550.391;2880.641;2.561;4.443;1.268;0.27;3100.781;281.917;430.664;-415.456;0.8227;0.5636;0.2773;0.8205;0.9568;119.9995758;122.5605935;3247.268;366.627;1119.727;2153.32;121.8177;1.7357;1550.391;1722.656;172.266;1033.594;121.4404;122.4446;0.656;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0039.wav
1;Spectrogram 1;1;0;3.701;2.969;1981.055;2774.187;2.1857;4.62;1.361;-0.079;3186.914;459.969;430.664;-474.807;0.9573;0.4907;0.2747;0.8747;0.9787;2.525257097;4.710983827;3204.664;430.477;1378.125;2325.586;4.1273;1.5325;1636.523;1894.922;258.398;947.461;3.5991;4.6614;0.8359;2;T_doliatus;G39_1_T_doliatus;2_T_doliatus;T0040.wav
2;Spectrogram 1;1;0;3.886;2.949;2239.453;2678.525;2.26;4.665;1.361;-0.381;3100.781;459.969;430.664;-459.969;0.9306;0.3239;0.0977;0.7018;0.9306;3.034552645;5.294551644;3109.002;430.477;1378.125;2497.852;4.2783;1.8808;1636.523;1981.055;344.531;1119.727;3.7674;5.1374;0.8533;1;T_doliatus;G39_1_T_doliatus;1_T_doliatus;T0040.wav
3;Spectrogram 1;1;1;3.165;3.026;1808.789;2535.033;1.7719;4.319;1.383;0.632;2325.586;281.917;689.062;-222.566;0.9639;0.4557;0.1934;0.8787;0.9705;11.83048123;13.60240533;3204.664;669.631;1464.258;2067.188;13.038;1.3758;1722.656;1894.922;172.266;602.93;12.6374;13.5488;0.7488;1;T_doliatus;G40_1_T_doliatus;1_T_doliatus;T0040.wav
4;Spectrogram 1;1;1;3.649;3.222;1636.523;2774.187;2.3979;4.568;1.463;0.036;2411.719;326.43;430.664;-326.43;0.4078;0.4053;0.1796;0.8422;0.949;15.01471148;17.41264469;3204.664;430.477;1378.125;2239.453;16.4455;1.8402;1550.391;1808.789;258.398;861.328;15.9869;17.2872;1.0449;2;T_doliatus;G40_2_T_doliatus;2_T_doliatus;T0040.wav
5;Spectrogram 1;1;1;3.612;3.137;1722.656;2487.202;2.1539;4.512;1.416;-0.842;2670.117;252.241;602.93;-267.079;0.7757;0.3676;0.1378;0.8324;0.9541;17.82644733;19.98034308;3013.341;526.139;1378.125;2497.852;19.1855;1.7531;1722.656;1894.922;172.266;1119.727;18.6166;19.8763;0.9985;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
6;Spectrogram 1;1;1;3.78;3.059;2325.586;2487.202;2.3024;4.406;1.497;0.488;2411.719;192.89;602.93;-252.241;0.9266;0.5443;0.2709;0.9266;0.9646;22.90721052;25.20965081;3013.341;526.139;1291.992;2325.586;24.5957;1.5906;1464.258;1894.922;430.664;1033.594;24.1604;25.124;0.8766;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
7;Spectrogram 1;1;1;3.989;3.207;1722.656;2582.863;1.9311;4.512;1.394;0.359;3014.648;385.781;516.797;-370.943;0.3867;0.2568;0.0302;0.8157;0.9547;25.31575405;27.24683301;3061.171;478.308;1205.859;2583.984;26.2734;1.7763;1636.523;1981.055;344.531;1378.125;25.8148;27.1557;1.0739;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
8;Spectrogram 1;1;1;3.671;3.017;2153.32;2774.186;2.3024;4.214;1.403;0.714;2411.719;207.728;602.93;-192.89;0.9419;0.4545;0.2197;0.9318;0.9621;30.71233442;33.01477471;3300.325;526.139;1378.125;2325.586;32.3106;1.7067;1550.391;1981.055;430.664;947.461;31.7591;32.9259;1.0971;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
9;Spectrogram 1;1;1;3.764;3.147;1722.656;2869.848;2.069;4.554;1.36;-0.503;2928.516;415.456;344.531;-430.294;0.2986;0.3042;0.0676;0.831;0.9577;33.20576054;35.27477371;3204.664;334.816;1378.125;2497.852;34.4584;1.8344;1636.523;1981.055;344.531;1119.727;33.8373;35.184;1.0855;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
10;Spectrogram 1;1;1;3.673;3.061;1722.656;2917.679;1.8886;4.486;1.455;0.687;3359.18;267.079;602.93;-237.404;0.8092;0.5323;0.1785;0.9231;0.9785;41.62722506;43.51586272;3443.818;526.139;1378.125;2497.852;43.0091;1.5093;1636.523;1981.055;344.531;1119.727;42.6318;43.4735;0.7372;1;T_doliatus;G40_1_T_doliatus;1_T_doliatus;T0040.wav
11;Spectrogram 1;1;1;3.84;3.113;1722.656;2917.679;2.451;4.411;1.431;-0.141;2928.516;252.241;689.062;-222.566;0.4656;0.171;0.0594;0.7506;0.9287;43.15511171;45.60609654;3539.479;621.8;1378.125;2411.719;44.3269;2.1246;1550.391;1894.922;344.531;1033.594;43.578;45.4298;1.4164;2;T_doliatus;G40_2_T_doliatus;2_T_doliatus;T0040.wav
12;Spectrogram 1;1;1;3.611;3.25;1722.656;2917.679;1.9735;4.5;1.402;0.834;3359.18;474.807;602.93;-445.132;0.826;0.4985;0.2655;0.8378;0.9587;48.15257428;50.12609454;3443.818;526.139;1378.125;2497.852;49.6501;1.3642;1636.523;1894.922;258.398;1119.727;49.1392;50.0448;0.6676;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
13;Spectrogram 1;1;1;3.603;3.203;1636.523;3061.171;2.3449;4.522;1.435;0.591;2497.852;267.079;344.531;-281.917;0.5682;0.3797;0.1935;0.794;0.938;51.40952219;53.75440378;3395.987;334.816;1291.992;2325.586;52.866;1.7415;1464.258;1808.789;344.531;1033.594;52.3029;53.6091;0.9694;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
14;Spectrogram 1;1;1;3.49;3.103;1550.391;2630.694;2.1645;4.481;1.379;0.36;3273.047;430.294;689.062;-281.917;0.8844;0.543;0.1586;0.8763;0.9543;54.83335766;56.99786374;3300.325;669.631;1464.258;2325.586;56.4825;1.7183;1636.523;1894.922;258.398;861.328;56.0065;56.8947;0.7198;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
15;Spectrogram 1;1;1;3.792;3.116;1722.656;2678.525;2.2069;4.474;1.409;0.471;2411.719;252.241;430.664;-252.241;0.5963;0.5251;0.2216;0.9261;0.9525;59.11992853;61.32687591;3109.002;430.477;1291.992;2325.586;60.7086;1.608;1550.391;1981.055;430.664;1033.594;60.279;61.2194;0.8824;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
16;Spectrogram 1;1;1;3.648;3.164;1722.656;2965.51;2.2069;4.508;1.418;-0.157;3186.914;489.645;344.531;-281.917;0.4749;0.3668;0.0633;0.7889;0.971;62.09215135;64.29909873;3252.495;286.985;1119.727;2325.586;63.344;1.9969;1636.523;1894.922;258.398;1205.859;62.9028;64.2322;0.9288;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
17;Spectrogram 1;1;1;3.621;3.021;1636.523;2774.187;2.1963;4.27;1.405;0.474;2497.852;148.377;775.195;-148.377;0.4695;0.4748;0.2202;0.9257;0.9576;67.50202712;69.69836418;3491.649;717.462;1378.125;2411.719;68.9923;1.6138;1550.391;1894.922;344.531;1033.594;68.5453;69.6018;0.9868;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
18;Spectrogram 1;1;1;3.798;3.141;1636.523;2726.356;2.2812;4.484;1.349;0.607;3186.914;445.132;516.797;-296.754;0.8929;0.3827;0.0816;0.8852;0.9617;70.06972551;72.35094516;3204.664;478.308;1205.859;2325.586;71.5349;2.0027;1636.523;1981.055;344.531;1119.727;70.9428;72.2605;1.1436;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
19;Spectrogram 1;1;1;3.658;3.129;2325.586;2965.51;2.2918;4.722;0.58;0.415;3359.18;489.645;430.664;-504.483;0.934;0.4365;0.2005;0.901;0.9543;79.0382956;81.33012557;3395.987;430.477;1378.125;2411.719;80.6139;1.7241;1550.391;1981.055;430.664;1033.594;80.0392;81.2234;1.0623;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
20;Spectrogram 1;1;1;3.745;3.123;1636.523;3061.172;2.1539;4.463;1.284;0.442;2928.516;370.943;430.664;-356.105;0.8973;0.2568;0.0378;0.8432;0.9649;81.39378751;83.54768327;3491.649;430.477;1378.125;2411.719;82.7559;1.9911;1636.523;1894.922;258.398;1033.594;81.949;83.4699;1.2597;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
21;Spectrogram 1;1;1;3.645;3.04;1722.656;2582.864;2.3131;4.514;1.386;0.525;2497.852;207.728;689.062;-222.566;0.2947;0.5164;0.2116;0.9118;0.9647;90.79276001;93.10581063;3204.664;621.8;1378.125;2239.453;92.427;1.7357;1550.391;1894.922;344.531;861.328;91.9858;93.0191;0.9114;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
22;Spectrogram 1;1;1;3.822;3.044;2153.32;2822.017;2.3555;4.523;1.325;-0.294;2842.383;237.404;602.93;-281.917;0.3358;0.2099;0.0395;0.7309;0.9432;92.19332277;94.54881468;3348.156;526.139;1378.125;2325.586;92.9959;2.1246;1636.523;1981.055;344.531;947.461;92.6882;94.4123;1.2249;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
23;Spectrogram 1;1;1;3.697;3.143;2325.586;2678.525;2.2069;4.592;1.407;0.118;3100.781;459.969;430.664;-430.294;0.934;0.4644;0.2111;0.9288;0.9525;101.3357065;103.5426539;3109.002;430.477;1378.125;2411.719;102.8238;1.6312;1550.391;2067.188;516.797;1033.594;102.3594;103.4333;1.0217;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
24;Spectrogram 1;1;1;3.998;3.079;1722.656;2678.525;2.1539;4.449;1.396;0.563;3014.648;341.268;516.797;-415.456;0.8919;0.1432;0.0216;0.8378;0.9595;103.807912;105.9618077;3156.833;478.308;1291.992;2497.852;104.96;2.0143;1636.523;2153.32;516.797;1205.859;104.1183;105.8714;1.4919;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
25;Spectrogram 1;1;1;3.688;2.888;2325.586;2343.71;2.3237;4.174;1.378;0.521;2497.852;252.241;689.062;-252.241;0.94;0.5225;0.2225;0.875;0.9575;112.6912144;115.0148753;3013.341;669.631;1378.125;2325.586;114.306;1.7067;1550.391;1894.922;344.531;947.461;113.9055;114.9155;0.8185;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
26;Spectrogram 1;1;1;3.867;3.016;2325.586;2678.525;2.3449;4.322;1.381;-0.221;2928.516;281.917;516.797;-222.566;0.4243;0.1538;0.0347;0.4615;0.9032;113.8795707;116.2244523;3156.833;478.308;1378.125;2411.719;114.7008;2.0317;1550.391;1981.055;430.664;1033.594;114.2422;115.9953;0.7198;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
27;Spectrogram 1;1;1;3.774;2.887;2411.719;2487.202;2.3237;4.222;1.491;0.447;2497.852;192.89;689.062;-178.053;0.9298;0.5038;0.2857;0.8972;0.9599;123.2349488;125.5586097;3156.833;669.631;1378.125;2411.719;124.8305;1.5615;1550.391;1981.055;430.664;1033.594;124.4067;125.4632;0.9114;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
28;Spectrogram 1;1;1;3.744;2.877;1722.656;2726.355;2.2388;4.489;1.35;-0.659;2842.383;222.566;602.93;-237.404;0.7839;0.3203;0.1016;0.7109;0.9089;123.8503476;126.0891259;3300.325;573.97;1378.125;2411.719;125.1033;1.7995;1550.391;1894.922;344.531;1033.594;124.5692;125.8812;0.8707;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
29;Spectrogram 1;1;1;3.659;3.015;2497.852;2582.864;2.2176;4.255;1.357;0.742;2497.852;267.079;689.062;-207.728;0.9213;0.4698;0.2205;0.9186;0.9449;134.7868314;137.0043891;3204.664;621.8;1378.125;2497.852;136.2953;1.6022;1550.391;1981.055;430.664;1119.727;135.8309;136.8816;0.9927;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
30;Spectrogram 1;1;1;3.729;3.165;1722.656;2822.018;2.2494;4.613;1.476;0.269;3186.914;430.294;430.664;-474.807;0.8527;0.4341;0.1395;0.8656;0.9716;137.9593183;140.2087069;3204.664;382.646;1205.859;2497.852;139.4939;1.8692;1636.523;1894.922;258.398;1291.992;138.9366;140.144;0.9694;1;T_doliatus;G40_2_T_doliatus;1_T_doliatus;T0040.wav
